id,kind,source,label,path,ai_score,canvas_ai_score,predicted,correct,target_class,top_box_normalized,mean_effect_top,mean_effect_random_median,mean_top_percentile,blur_effect_top,blur_effect_random_median,blur_top_percentile,jpeg_q70_spearman,jpeg_q70_top_iou,randomization_spearman,localisation_supported,localisation_returned_class_drop,peak
0055f9c207ca,genimage,stable_diffusion_v_1_5,0,data/raw/genimage_subset/77e47e6b67d3f8eb1d02140e732e315fa99e2a963362c1e9c588ad94bddcd92e.jpeg,0.002881886437535286,0.00439238827675581,0,1,real,"[0.5546666666666666, 0.544, 0.888, 0.8773333333333333]",0.025433880276978016,0.009896805044263601,0.875,0.059403193183243275,0.055483206175267696,0.5625,0.902933275521018,0.0,,1,0.0675220862030983,0.5303728580474854
01b641cdf30a,genimage,stable_diffusion_v_1_5,0,data/raw/genimage_subset/86468a87ea4bdecb91d4ae2da806b634087bfee355a4b30efc12dc0603811cde.jpeg,4.216896559228189e-05,0.0003628298582043499,0,1,real,"[0.0, 0.0, 0.32989690721649484, 0.32989690721649484]",0.0003877218987327069,0.004495327157201245,0.0625,0.0017834707687143236,0.0016271164931822568,0.5,0.9243028636919607,1.0,,0,0.00028982945877942257,4.117466449737549
0330e9f0a633,genimage,stable_diffusion_v_1_5,0,data/raw/genimage_subset/ed66df1c5762bad9371fbb3bfdbf4cb0f349077c76f1f327f0c4ec4943d2e0c6.jpeg,0.007385676261037588,0.01774115115404129,0,1,real,"[0.2275449101796407, 0.0, 0.5598802395209581, 0.3323353293413174]",0.03096383437514305,0.14780043810606003,0.125,0.2139490470290184,0.2670511528849602,0.375,0.879927370662401,1.0,,1,0.07989599788561463,1.0978963375091553
0495ab47a564,genimage,stable_diffusion_v_1_5,0,data/raw/genimage_subset/19310454e5b11fbe75aa1b73ae5233ed2ba46dc83a3a50c80c6bd99316d6b6c6.jpeg,3.461381493252702e-05,3.430504511925392e-05,0,1,real,"[0.0, 0.0, 0.33176470588235296, 0.33176470588235296]",0.00017627621491556056,0.0022103355622675736,0.0,0.00020418549320311286,0.006833716051914962,0.0,0.9193406343130411,0.8048780487804879,,0,0.0003081690192630049,0.20261220633983612
08faef966ad6,genimage,stable_diffusion_v_1_5,0,data/raw/genimage_subset/17c0665f6f149b9709095dd7dfc26bf5d3b97dfd17dd31382ff5bfdad44e4506.jpeg,0.030750242993235588,0.02482476644217968,0,1,real,"[0.616, 0.6693333333333333, 0.9493333333333334, 1.0026666666666666]",0.06632729060947895,0.11993279494345188,0.1875,0.16247986443340778,0.1909040529280901,0.1875,0.6320909070839336,0.0,,1,0.16098027117550373,0.15417051315307617
014b7cfdf049,genimage,stable_diffusion_v_1_5,1,data/raw/genimage_subset/a32fd3f09131d35f17551e36fa0b1da481035b382caa134b2e1593f033aa79da.png,0.8609416484832764,0.8609413504600525,1,1,ai_generated,"[0.55859375, 0.0, 0.890625, 0.33203125]",-0.09327995777130127,0.0027721524238586426,0.0,0.17269402742385864,-0.1202424168586731,1.0,0.885871449365824,0.0,,0,-0.06424957513809204,0.4446369409561157
0449c1968f7a,genimage,stable_diffusion_v_1_5,1,data/raw/genimage_subset/8872e26eacbff5bf1c2096981a56a9710b011a0e88e8df8eb7d6ef4c88e93de7.png,0.9697997570037842,0.9697995185852051,1,1,ai_generated,"[0.669921875, 0.416015625, 1.001953125, 0.748046875]",0.08067196607589722,-0.0021370649337768555,1.0,-0.028446197509765625,-0.023977607488632202,0.25,0.8328707159406936,0.06268193285464778,,0,0.02095973491668701,0.9228999614715576
04a9419627e5,genimage,stable_diffusion_v_1_5,1,data/raw/genimage_subset/6c2f0c16e361581a87e16abae5c3a2190e978579d0d565e0f2ffca65331827f8.png,0.8385533690452576,0.8385543823242188,1,1,ai_generated,"[0.34375, 0.0, 0.67578125, 0.33203125]",-0.060077965259552,-0.0091971755027771,0.3125,-0.12959504127502441,-0.13016870617866516,0.5,0.7854498779731335,0.6818181818181818,,0,-0.051102280616760254,0.15338948369026184
0d3eab530461,genimage,stable_diffusion_v_1_5,1,data/raw/genimage_subset/ed54490a1ddfed5711f077caee576d5875c7e5fbd7d09216f1b614784bd216f1.png,0.5825559496879578,0.5825568437576294,0,0,real,"[0.521484375, 0.12890625, 0.853515625, 0.4609375]",0.3659009337425232,0.3325148820877075,0.9375,0.4036262035369873,0.4096813499927521,0.375,0.698819150341968,0.25337605859464407,,1,0.36866849660873413,0.05969161540269852
16cbd4736b52,genimage,stable_diffusion_v_1_5,1,data/raw/genimage_subset/55abb5b285b11a30d97fc8c36295ce13099fa19e82a073369dd5c3eef7830870.png,0.36996179819107056,0.36996275186538696,0,0,real,"[0.0, 0.0, 0.33203125, 0.33203125]",0.5384708642959595,0.617640882730484,0.0,0.5953249931335449,0.605656087398529,0.25,0.6504938940089392,0.8271604938271605,,1,0.5314671993255615,0.06100993975996971
00798bc2a523,external,imagenet,0,diffusion_datasets/imagenet/0_real/flcafzqbyt.JPEG,0.0077825505286455154,0.010368122719228268,0,1,real,"[0.30933333333333335, 0.6693333333333333, 0.6426666666666667, 1.0026666666666666]",0.03969572205096483,0.028400533832609653,0.625,0.08365076873451471,0.0992227578535676,0.4375,0.8775121570929562,0.0,,0,0.004356675781309605,3.7462921142578125
0088f643846c,external,imagenet,0,diffusion_datasets/imagenet/0_real/wgmfkffpbs.JPEG,0.933333158493042,0.926947295665741,1,0,ai_generated,"[0.0, 0.35051546391752575, 0.32989690721649484, 0.6804123711340206]",0.0331646203994751,0.32409441471099854,0.0,0.014010608196258545,-0.009847849607467651,0.75,0.8251520912939604,0.0,,1,0.10607224702835083,4.268579959869385
01e52141dfc8,external,imagenet,0,diffusion_datasets/imagenet/0_real/ftobdflmuz.JPEG,0.007014558184891939,0.006207701750099659,0,1,real,"[0.0, 0.6693333333333333, 0.3333333333333333, 1.0026666666666666]",0.016676907427608967,0.0598079739138484,0.0625,0.037929135374724865,0.0536376079544425,0.25,0.7324168237034059,1.0,,1,0.03337524039670825,0.09201851487159729
033b552c377d,external,imagenet,0,diffusion_datasets/imagenet/0_real/gaezkwugoh.JPEG,0.0001419150794390589,0.00016472033166792244,0,1,real,"[0.6703786191536748, 0.6703786191536748, 1.0022271714922049, 1.0022271714922049]",0.00020223214232828468,0.0008612066303612664,0.125,0.0002652922266861424,0.008942048894823529,0.0,0.8314589031542399,1.0,,0,0.00020157164544798434,0.30505073070526123
0394bab4773f,external,imagenet,0,diffusion_datasets/imagenet/0_real/danyxpbnqf.JPEG,0.0003140197368338704,0.00045489962212741375,0,1,real,"[0.6707021791767555, 0.0, 1.0024213075060533, 0.33171912832929784]",0.00036967016058042645,0.017648593755438924,0.0,0.0008866506395861506,0.02462468040175736,0.0625,0.8346632141131411,0.0,,0,0.00944261866970919,0.465594619512558
00b2cf222d06,external,guided,1,diffusion_datasets/guided/1_fake/owbarkgfyc.png,0.9531558156013489,0.953156054019928,1,1,ai_generated,"[0.66796875, 0.06640625, 1.0, 0.3984375]",-0.03327399492263794,-0.03585314750671387,0.6875,-0.040651679039001465,-0.045584291219711304,1.0,0.7731029730807641,0.9473684210526315,,0,-0.03934180736541748,0.4209342896938324
010182a66794,external,guided,1,diffusion_datasets/guided/1_fake/shkxdbeqpn.png,0.984580934047699,0.984580934047699,1,1,ai_generated,"[0.66796875, 0.0234375, 1.0, 0.35546875]",-0.010964691638946533,-0.013860762119293213,0.875,-0.014487981796264648,-0.011548042297363281,0.125,0.7766325238439911,0.39622641509433965,,0,-0.013866305351257324,0.671056866645813
0119277c9ebe,external,guided,1,diffusion_datasets/guided/1_fake/xmyblzhwwh.png,0.9981012940406799,0.9981012940406799,1,1,ai_generated,"[0.56640625, 0.30078125, 0.8984375, 0.6328125]",0.13394808769226074,0.00909373164176941,1.0,0.010713458061218262,-0.0006520450115203857,1.0,0.8532131760777464,0.0,,1,0.1536269187927246,1.3181072473526
011d77cc2f48,external,guided,1,diffusion_datasets/guided/1_fake/qqdphhznqg.png,0.004027819260954857,0.0040279109962284565,0,0,real,"[0.62890625, 0.0, 0.9609375, 0.33203125]",-0.00375697499839589,0.0015075351111590862,0.0,0.024434640537947416,0.015434991102665663,0.6875,0.733470127705302,0.7831325301204819,,0,-0.003645434626378119,2.8780505657196045
01a5c8c23b31,external,guided,1,diffusion_datasets/guided/1_fake/gudshwhvvv.png,0.003375433152541518,0.003375438041985035,0,0,real,"[0.66796875, 0.0, 1.0, 0.33203125]",0.00022018840536475182,0.023252805694937706,0.0,0.004062676336616278,0.01640718849375844,0.125,0.7909274705761822,0.0,,0,0.002793004270642996,0.17363280057907104
0071854e4cd8,external,laion,0,diffusion_datasets/laion/0_real/xnyhohvpna.jpg,0.0001646707096369937,0.00016466944362036884,0,1,real,"[0.0625, 0.0, 0.39453125, 0.33203125]",0.0005215876444708556,0.0009983940690290183,0.125,0.00011877200449816883,0.0012607277312781662,0.0625,0.8481501895177174,0.6818181818181818,,0,0.0023210372601170093,5.5034966468811035
0112467a1c90,external,laion,0,diffusion_datasets/laion/0_real/wdxoxbbogy.jpg,0.0001789230154827237,0.000178921822225675,0,1,real,"[0.0, 0.2734375, 0.33203125, 0.60546875]",0.0010252280917484313,0.0019002904591616243,0.1875,0.00014462877879850566,0.00012152991257607937,0.5,0.7328090121138257,0.0962962962962963,,0,0.0009087318612728268,4.955021381378174
036372a684bb,external,laion,0,diffusion_datasets/laion/0_real/ljluvxkeau.jpg,0.0038221501745283604,0.0038221224676817656,0,1,real,"[0.05859375, 0.28515625, 0.390625, 0.6171875]",0.006657723570242524,-0.0005821206141263247,0.9375,0.010845652082934976,3.5211676731705666e-05,1.0,0.8325002302781559,0.5539160045402951,,0,0.0074367879424244165,1.3863030672073364
04131ca77e07,external,laion,0,diffusion_datasets/laion/0_real/xlwfiidgib.jpg,0.9980284571647644,0.9980284571647644,1,0,ai_generated,"[0.66796875, 0.30078125, 1.0, 0.6328125]",-0.0018087029457092285,0.002646714448928833,0.0,-0.0018472075462341309,-0.001628100872039795,0.0625,0.9449125899596528,0.0,,0,-0.0018038153648376465,1.2863028049468994
043d5e568568,external,laion,0,diffusion_datasets/laion/0_real/wrmxjiicmz.jpg,0.8776679635047913,0.8776688575744629,1,0,ai_generated,"[0.0, 0.0, 0.33203125, 0.33203125]",-0.09070217609405518,-0.07848918437957764,0.4375,-0.006296992301940918,-0.11183512210845947,1.0,0.8260899608404614,0.0,,0,-0.09457379579544067,1.5409574508666992
00d171343ac7,external,ldm_200,1,diffusion_datasets/ldm_200/1_fake/newahshtuc.png,0.0008280345355160534,0.0008280384936369956,0,0,real,"[0.0390625, 0.30859375, 0.37109375, 0.640625]",0.08981641795253381,0.4434852045378648,0.0625,0.015564864908810705,0.06002243276452646,0.0625,0.8186628295289335,0.0,,1,0.1862456839880906,0.1936211884021759
00e3a62ee6b5,external,ldm_200,1,diffusion_datasets/ldm_200/1_fake/yyfgzdkznw.png,0.8666412234306335,0.8666406869888306,1,1,ai_generated,"[0.46875, 0.66796875, 0.80078125, 1.0]",0.1765226125717163,0.3258930444717407,0.125,0.26750123500823975,0.2014523148536682,0.625,0.7466986195349795,0.8048780487804879,,0,0.23111921548843384,0.8732024431228638
016ba4749401,external,ldm_200,1,diffusion_datasets/ldm_200/1_fake/cubsnkbrrm.png,0.36030903458595276,0.360308438539505,0,0,real,"[0.61328125, 0.4921875, 0.9453125, 0.82421875]",0.4454284608364105,0.3816980719566345,0.5625,0.4158903658390045,0.5263151526451111,0.0,0.6568970205416945,0.6563823351482153,,1,0.4987175762653351,1.6338222026824951
018fd000b9d6,external,ldm_200,1,diffusion_datasets/ldm_200/1_fake/mfmhhrlxuy.png,0.9750648736953735,0.9750646352767944,1,1,ai_generated,"[0.66796875, 0.0, 1.0, 0.33203125]",0.13867205381393433,0.020456165075302124,1.0,-0.019704222679138184,0.008402496576309204,0.0,0.7551505975734187,1.0,,1,0.1602156162261963,0.30908894538879395
027f5f021a97,external,ldm_200,1,diffusion_datasets/ldm_200/1_fake/fwqtzyeait.png,0.9977791905403137,0.9977791905403137,1,1,ai_generated,"[0.0, 0.0, 0.33203125, 0.33203125]",0.22098290920257568,0.19576987624168396,0.5625,0.03263884782791138,0.01673179864883423,0.8125,0.778693273954527,0.0,,1,0.4968869686126709,1.3651230335235596
